0,1,2,3,4,5,6,7,8,9,10
chocolate,whole milk,hamburger meat,other vegetables,,,,,,,
whole milk,baking powder,newspapers,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
soda,canned beer,,,,,,,,,
ice cream,butter,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
candy,whole milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
white bread,napkins,,,,,,,,,
dessert,herbs,waffles,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
pork,grapes,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
citrus fruit,soda,whole milk,whipped/sour cream,,,,,,,
beef,rolls/buns,butter,,,,,,,,
fruit/vegetable juice,white bread,,,,,,,,,
chicken,curd,,,,,,,,,
pip fruit,detergent,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
root vegetables,hard cheese,,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
frankfurter,coffee,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
bottled beer,yogurt,,,,,,,,,
misc. beverages,tropical fruit,yogurt,specialty chocolate,,,,,,,
tropical fruit,curd,brown bread,pastry,,,,,,,
frozen meals,whole milk,,,,,,,,,
soda,shopping bags,,,,,,,,,
sugar,butter,curd,,,,,,,,
tropical fruit,brandy,whole milk,canned fish,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
nuts/prunes,butter,brown bread,,,,,,,,
pastry,other vegetables,cake bar,,,,,,,,
sausage,yogurt,candles,,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
canned beer,frozen fish,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
turkey,chocolate,,,,,,,,,
rolls/buns,napkins,cream cheese ,shopping bags,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
onions,soda,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,
pork,rolls/buns,,,,,,,,,
spread cheese,brown bread,,,,,,,,,
coffee,other vegetables,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
root vegetables,grapes,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
UHT-milk,frozen fish,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
chewing gum,butter,,,,,,,,,
soda,bottled water,whipped/sour cream,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
white wine,newspapers,,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
root vegetables,popcorn,long life bakery product,domestic eggs,,,,,,,
frozen potato products,chewing gum,,,,,,,,,
pip fruit,grapes,pastry,,,,,,,,
root vegetables,herbs,cream cheese ,,,,,,,,
pasta,flower (seeds),,,,,,,,,
canned beer,other vegetables,,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
domestic eggs,ham,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
citrus fruit,newspapers,candy,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
butter milk,zwieback,domestic eggs,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
chicken,cling film/bags,,,,,,,,,
specialty chocolate,pip fruit,,,,,,,,,
beverages,coffee,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pastry,meat spreads,,,,,,,,,
newspapers,sliced cheese,,,,,,,,,
beef,whole milk,,,,,,,,,
ice cream,pip fruit,,,,,,,,,
processed cheese,whole milk,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pip fruit,beverages,pastry,,,,,,,,
grapes,soda,other vegetables,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
bottled beer,tropical fruit,,,,,,,,,
yogurt,bottled water,,,,,,,,,
beef,chocolate,,,,,,,,,
onions,long life bakery product,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
citrus fruit,hamburger meat,other vegetables,specialty chocolate,,,,,,,
soda,brown bread,,,,,,,,,
rolls/buns,hamburger meat,,,,,,,,,
softener,soda,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
herbs,whole milk,,,,,,,,,
sausage,bottled beer,,,,,,,,,
canned beer,dessert,fruit/vegetable juice,,,,,,,,
rolls/buns,pip fruit,rolls/buns,rolls/buns,,,,,,,
margarine,house keeping products,whole milk,canned beer,,,,,,,
rolls/buns,butter,,,,,,,,,
UHT-milk,margarine,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
sugar,shopping bags,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
curd cheese,mustard,bottled water,,,,,,,,
sugar,whole milk,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
dessert,chocolate,,,,,,,,,
onions,rolls/buns,,,,,,,,,
berries,root vegetables,,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,,
rolls/buns,red/blush wine,canned beer,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
frankfurter,root vegetables,pastry,napkins,long life bakery product,,,,,,
fruit/vegetable juice,female sanitary products,,,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
margarine,frozen meals,dish cleaner,yogurt,,,,,,,
citrus fruit,tropical fruit,soda,coffee,domestic eggs,,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
coffee,pip fruit,,,,,,,,,
frankfurter,dishes,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
bottled water,yogurt,whipped/sour cream,,,,,,,,
citrus fruit,cleaner,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
pastry,ice cream,,,,,,,,,
berries,candy,,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
pot plants,citrus fruit,whipped/sour cream,,,,,,,,
cat food,pet care,oil,,,,,,,,
bottled beer,bottled water,,,,,,,,,
sausage,other vegetables,,,,,,,,,
yogurt,semi-finished bread,flour,,,,,,,,
flour,grapes,frankfurter,bottled beer,citrus fruit,grapes,other vegetables,cat food,frozen vegetables,,
rolls/buns,shopping bags,,,,,,,,,
canned beer,specialty cheese,,,,,,,,,
whole milk,beef,beverages,yogurt,,,,,,,
berries,whole milk,,,,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
root vegetables,yogurt,soda,shopping bags,oil,shopping bags,,,,,
sausage,sparkling wine,,,,,,,,,
sausage,grapes,light bulbs,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
frankfurter,pot plants,brown bread,,,,,,,,
pip fruit,salty snack,pastry,,,,,,,,
rolls/buns,soda,,,,,,,,,
pork,other vegetables,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
beef,rolls/buns,,,,,,,,,
grapes,whole milk,,,,,,,,,
whole milk,brown bread,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
tropical fruit,photo/film,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
rolls/buns,house keeping products,,,,,,,,,
meat,hygiene articles,hard cheese,cat food,,,,,,,
other vegetables,coffee,brown bread,,,,,,,,
citrus fruit,brown bread,cat food,,,,,,,,
root vegetables,baking powder,,,,,,,,,
ham,cream cheese ,,,,,,,,,
whole milk,pip fruit,frozen vegetables,soda,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
turkey,meat,rolls/buns,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
bottled beer,white bread,,,,,,,,,
chocolate,brown bread,salty snack,,,,,,,,
root vegetables,soups,decalcifier,,,,,,,,
sparkling wine,butter,,,,,,,,,
canned beer,cake bar,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
chicken,whole milk,,,,,,,,,
soda,domestic eggs,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
frozen dessert,hard cheese,,,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
dessert,rolls/buns,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
citrus fruit,butter,UHT-milk,,,,,,,,
canned beer,root vegetables,,,,,,,,,
soda,pastry,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
berries,other vegetables,,,,,,,,,
coffee,shopping bags,,,,,,,,,
berries,pastry,,,,,,,,,
canned beer,coffee,,,,,,,,,
soda,grapes,,,,,,,,,
onions,hamburger meat,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
frankfurter,frozen meals,,,,,,,,,
newspapers,yogurt,semi-finished bread,,,,,,,,
candy,roll products ,frozen vegetables,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
meat,fruit/vegetable juice,long life bakery product,bottled water,,,,,,,
root vegetables,shopping bags,,,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
sausage,processed cheese,baking powder,specialty cheese,,,,,,,
napkins,whole milk,,,,,,,,,
baking powder,domestic eggs,,,,,,,,,
Instant food products,newspapers,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
rolls/buns,curd,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
fruit/vegetable juice,flower (seeds),,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
soda,yogurt,,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
soda,whole milk,,,,,,,,,
rolls/buns,soda,chocolate,,,,,,,,
canned beer,rolls/buns,other vegetables,dog food,,,,,,,
pip fruit,sliced cheese,fruit/vegetable juice,,,,,,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
frankfurter,shopping bags,,,,,,,,,
soda,chocolate,,,,,,,,,
yogurt,whole milk,soft cheese,,,,,,,,
sausage,sliced cheese,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
rolls/buns,domestic eggs,ice cream,pot plants,,,,,,,
other vegetables,canned beer,,,,,,,,,
beef,butter milk,,,,,,,,,
seasonal products,oil,liquor (appetizer),cookware,,,,,,,
pork,napkins,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
salt,root vegetables,,,,,,,,,
rolls/buns,frozen vegetables,frozen vegetables,,,,,,,,
pip fruit,bottled water,,,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
other vegetables,chewing gum,newspapers,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
candles,other vegetables,,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
whole milk,dessert,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,frozen potato products,white wine,,,,,,,,
brown bread,packaged fruit/vegetables,,,,,,,,,
onions,bottled beer,,,,,,,,,
frozen meals,dessert,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
organic sausage,rolls/buns,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
margarine,sausage,sausage,pork,citrus fruit,yogurt,frozen meals,other vegetables,,,
beverages,root vegetables,candles,,,,,,,,
ham,chicken,canned beer,other vegetables,napkins,,,,,,
other vegetables,pip fruit,chocolate,,,,,,,,
canned beer,pasta,,,,,,,,,
red/blush wine,bottled beer,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
root vegetables,butter,,,,,,,,,
onions,root vegetables,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
berries,pastry,shopping bags,,,,,,,,
canned beer,soda,,,,,,,,,
onions,abrasive cleaner,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
chicken,yogurt,,,,,,,,,
chicken,chocolate,,,,,,,,,
pork,rolls/buns,,,,,,,,,
citrus fruit,citrus fruit,soda,,,,,,,,
sausage,pip fruit,,,,,,,,,
soft cheese,rolls/buns,,,,,,,,,
yogurt,pet care,,,,,,,,,
grapes,bottled beer,,,,,,,,,
yogurt,processed cheese,,,,,,,,,
whole milk,candles,yogurt,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
sausage,sausage,,,,,,,,,
canned beer,frozen potato products,,,,,,,,,
tropical fruit,pip fruit,whole milk,other vegetables,,,,,,,
misc. beverages,coffee,,,,,,,,,
brown bread,pet care,,,,,,,,,
ham,domestic eggs,,,,,,,,,
hamburger meat,spices,chocolate,,,,,,,,
beef,semi-finished bread,,,,,,,,,
cat food,tropical fruit,whipped/sour cream,,,,,,,,
specialty chocolate,white wine,nuts/prunes,cream cheese ,cake bar,yogurt,frozen vegetables,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,cake bar,soda,cat food,,,,,,,
bottled water,whole milk,,,,,,,,,
beef,bottled water,bottled water,,,,,,,,
bottled beer,white bread,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
hamburger meat,hard cheese,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
shopping bags,whole milk,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
pastry,bottled water,,,,,,,,,
citrus fruit,brown bread,snack products,napkins,,,,,,,
bottled water,shopping bags,dog food,,,,,,,,
hard cheese,Instant food products,,,,,,,,,
berries,sugar,,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,butter,,,,,,,,,
specialty bar,sliced cheese,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
ham,citrus fruit,,,,,,,,,
canned fish,butter,pot plants,,,,,,,,
other vegetables,newspapers,waffles,,,,,,,,
onions,specialty bar,,,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
frankfurter,yogurt,,,,,,,,,
pork,pip fruit,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
napkins,other vegetables,,,,,,,,,
specialty bar,other vegetables,,,,,,,,,
flour,flower (seeds),bottled water,,,,,,,,
canned fish,canned fish,,,,,,,,,
margarine,berries,,,,,,,,,
brown bread,pip fruit,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
dish cleaner,bottled beer,fruit/vegetable juice,,,,,,,,
rolls/buns,margarine,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
citrus fruit,whole milk,bottled beer,,,,,,,,
sausage,finished products,,,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
citrus fruit,other vegetables,brown bread,,,,,,,,
zwieback,tropical fruit,,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
onions,pastry,shopping bags,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
butter,rolls/buns,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
beef,hair spray,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
tropical fruit,white wine,,,,,,,,,
ice cream,fruit/vegetable juice,,,,,,,,,
pork,canned beer,whole milk,rolls/buns,,,,,,,
canned beer,turkey,,,,,,,,,
citrus fruit,salt,,,,,,,,,
spices,cookware,,,,,,,,,
chicken,organic products,,,,,,,,,
grapes,whole milk,,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
liquor,newspapers,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
other vegetables,mustard,soups,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
curd,coffee,,,,,,,,,
pip fruit,white bread,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
dessert,sugar,,,,,,,,,
sausage,soda,,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
beef,frozen vegetables,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
whole milk,newspapers,,,,,,,,,
yogurt,berries,onions,pip fruit,,,,,,,
tropical fruit,dessert,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
tropical fruit,sweet spreads,,,,,,,,,
chicken,pastry,,,,,,,,,
berries,butter,tea,,,,,,,,
other vegetables,kitchen towels,,,,,,,,,
root vegetables,whole milk,whole milk,newspapers,bottled water,,,,,,
rolls/buns,whole milk,,,,,,,,,
beef,bottled water,soda,,,,,,,,
sausage,detergent,,,,,,,,,
pork,frozen dessert,newspapers,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,,
soda,cleaner,cling film/bags,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
soda,frankfurter,bottled water,chicken,,,,,,,
tropical fruit,other vegetables,domestic eggs,,,,,,,,
turkey,condensed milk,yogurt,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
citrus fruit,brown bread,specialty chocolate,,,,,,,,
other vegetables,hamburger meat,citrus fruit,dish cleaner,coffee,coffee,mayonnaise,newspapers,,,
tropical fruit,newspapers,,,,,,,,,
whole milk,grapes,,,,,,,,,
yogurt,butter milk,,,,,,,,,
roll products ,rolls/buns,,,,,,,,,
whole milk,detergent,soda,,,,,,,,
coffee,rolls/buns,vinegar,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
onions,bottled water,sliced cheese,,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
root vegetables,yogurt,napkins,,,,,,,,
soups,white bread,other vegetables,,,,,,,,
hamburger meat,tropical fruit,soda,,,,,,,,
pot plants,baking powder,,,,,,,,,
sausage,bottled water,,,,,,,,,
whipped/sour cream,beef,,,,,,,,,
chicken,pork,frozen fish,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
white bread,shopping bags,,,,,,,,,
canned beer,grapes,UHT-milk,brown bread,,,,,,,
tropical fruit,dental care,,,,,,,,,
whole milk,yogurt,shopping bags,,,,,,,,
other vegetables,yogurt,,,,,,,,,
sauces,yogurt,,,,,,,,,
chicken,bottled water,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
beverages,bottled water,,,,,,,,,
salty snack,newspapers,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,soda,,,,,,,,,
frankfurter,curd,specialty cheese,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
citrus fruit,waffles,female sanitary products,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
soda,onions,cream cheese ,,,,,,,,
flower (seeds),white wine,,,,,,,,,
rolls/buns,onions,,,,,,,,,
dessert,tropical fruit,,,,,,,,,
tropical fruit,curd,salt,bottled water,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
beef,candy,,,,,,,,,
beef,waffles,,,,,,,,,
beef,rolls/buns,,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
frankfurter,other vegetables,specialty bar,,,,,,,,
whole milk,bottled beer,frozen vegetables,,,,,,,,
pip fruit,newspapers,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
bottled beer,canned fish,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
pastry,condensed milk,rice,tropical fruit,chocolate marshmallow,,,,,,
shopping bags,whole milk,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
berries,domestic eggs,,,,,,,,,
yogurt,coffee,,,,,,,,,
sausage,yogurt,,,,,,,,,
chicken,citrus fruit,butter,rolls/buns,soft cheese,specialty bar,,,,,
pip fruit,bottled water,salt,,,,,,,,
UHT-milk,curd,flower (seeds),,,,,,,,
photo/film,whole milk,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
whole milk,butter milk,,,,,,,,,
meat,chocolate,,,,,,,,,
detergent,salty snack,,,,,,,,,
margarine,frozen vegetables,baking powder,,,,,,,,
sausage,shopping bags,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
whole milk,frozen vegetables,bottled beer,specialty cheese,chewing gum,,,,,,
herbs,root vegetables,,,,,,,,,
hamburger meat,root vegetables,bottled beer,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
tropical fruit,whole milk,rolls/buns,cream cheese ,whole milk,shopping bags,,,,,
pip fruit,whole milk,tropical fruit,,,,,,,,
ice cream,onions,,,,,,,,,
soda,brown bread,,,,,,,,,
pastry,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
specialty bar,chocolate,packaged fruit/vegetables,domestic eggs,cream cheese ,,,,,,
yogurt,flower (seeds),,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
sausage,yogurt,,,,,,,,,
meat,rolls/buns,,,,,,,,,
berries,sausage,tropical fruit,butter,,,,,,,
whole milk,spread cheese,,,,,,,,,
butter,flour,fruit/vegetable juice,fruit/vegetable juice,,,,,,,
frankfurter,bottled water,,,,,,,,,
whole milk,domestic eggs,chocolate marshmallow,,,,,,,,
bottled water,whole milk,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
hamburger meat,whole milk,rolls/buns,yogurt,frozen vegetables,,,,,,
citrus fruit,waffles,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
butter,long life bakery product,pickled vegetables,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
dessert,hamburger meat,,,,,,,,,
frozen vegetables,fruit/vegetable juice,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
semi-finished bread,dish cleaner,,,,,,,,,
whole milk,white bread,frozen vegetables,,,,,,,,
other vegetables,bottled water,whipped/sour cream,,,,,,,,
hygiene articles,white bread,,,,,,,,,
curd,newspapers,,,,,,,,,
bottled water,yogurt,beef,berries,chocolate,butter,,,,,
canned beer,ice cream,,,,,,,,,
onions,frozen vegetables,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
butter,popcorn,,,,,,,,,
citrus fruit,curd,specialty chocolate,canned beer,,,,,,,
citrus fruit,rolls/buns,long life bakery product,,,,,,,,
root vegetables,frozen vegetables,rolls/buns,,,,,,,,
white bread,shopping bags,,,,,,,,,
beef,other vegetables,,,,,,,,,
waffles,salty snack,hard cheese,,,,,,,,
citrus fruit,hygiene articles,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
pip fruit,soda,,,,,,,,,
yogurt,butter,whole milk,,,,,,,,
chicken,pastry,,,,,,,,,
misc. beverages,rice,soda,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
tropical fruit,curd,,,,,,,,,
onions,candy,,,,,,,,,
dessert,frozen fish,,,,,,,,,
beef,citrus fruit,whole milk,yogurt,,,,,,,
other vegetables,newspapers,,,,,,,,,
bottled beer,tropical fruit,yogurt,berries,,,,,,,
margarine,whole milk,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
beverages,sugar,,,,,,,,,
beverages,cat food,,,,,,,,,
UHT-milk,brown bread,,,,,,,,,
pork,honey,newspapers,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
meat,other vegetables,zwieback,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
beef,misc. beverages,,,,,,,,,
